agent_id,agent_type,model_architecture,deployment_environment,task_category,performance_index,success_rate,cost_per_task_cents,cost_efficiency_ratio,strategic_category,failure_rate,potential_loss,roi,business_value,optimization_potential
AG_04919,Code Assistant,CodeT5+,Desktop,Problem Solving,0.46982,0.3935,0.0176,25.259139784946235,Underperformer,0.6065,0.0106744,9.504214204545454,0.0,0.049630576338967086
AG_02552,Code Assistant,InstructGPT,Cloud,Data Analysis,0.55427,0.5792,0.0205,25.78,Underperformer,0.42079999999999995,0.0086264,14.66015531707317,0.13166091002808,0.07944438754115812
AG_02293,Code Assistant,LLaMA-3,Hybrid,Learning & Adaptation,0.39261,0.3,0.0447,8.591028446389497,Underperformer,0.7,0.03129,1.6349664429530204,0.021742854871680015,0.0029538238931990416
AG_03809,Code Assistant,Claude-3.5,Server,Data Analysis,0.5101899999999999,0.4411,0.0286,17.236148648648644,Underperformer,0.5589,0.01598454,6.868699615384613,0.10917496525922,0.00896132070631227
AG_01982,Code Assistant,Mixtral-8x7B,Desktop,Learning & Adaptation,0.41755,0.3457,0.0421,9.687935034802784,Underperformer,0.6543,0.02754603,2.428670665083135,0.0,0.0036009348774819643
AG_04028,Code Assistant,Gemini-Pro,Hybrid,Decision Making,0.36243,0.3,0.0089,36.60909090909092,Underperformer,0.7,0.006229999999999999,11.216741573033707,0.0,0.009357406207777098
AG_02551,Code Assistant,PaLM-2,Hybrid,Communication,0.5829599999999999,0.5475,0.0101,52.51891891891892,Underperformer,0.4525,0.00457025,30.601049504950495,0.13272215342399996,0.035749935598274274
AG_00826,Code Assistant,InstructGPT,Server,Communication,0.59321,0.5798,0.008,65.91222222222221,Underperformer,0.4202,0.0033616,41.99289475,0.25382676718665004,0.4447571743684078
AG_00977,Code Assistant,Transformer-XL,Hybrid,Text Processing,0.75364,0.7411,0.009,75.364,Workhorse,0.2589,0.0023301,61.058067111111114,0.4016465354915199,1.257328412601
AG_00557,Code Assistant,Falcon-180B,Edge,Code Generation,0.41572,0.3301,0.0184,21.428865979381445,Underperformer,0.6698999999999999,0.01232616,6.458107173913042,0.004299908361599996,0.0035120406967992885
AG_00322,Code Assistant,LLaMA-3,Desktop,Decision Making,0.3771299999999999,0.3,0.0175,20.3854054054054,Underperformer,0.7,0.01225,5.465085714285712,0.0,-0.0017860656945253694
AG_00177,Code Assistant,Claude-3.5,Edge,Research & Summarization,0.4152599999999999,0.3,0.0168,23.329213483146063,Underperformer,0.7,0.011759999999999998,6.415357142857141,0.0,0.0016111067693345578
AG_04233,Code Assistant,Falcon-180B,Edge,Code Generation,0.5877399999999999,0.5566,0.0212,26.47477477477477,Underperformer,0.4434,0.00940008,14.430947358490563,0.21204425416191997,0.046271558158772375
AG_00553,Code Assistant,PaLM-2,Mobile,Creative Writing,0.47546,0.3806,0.0112,38.972131147540985,Underperformer,0.6194,0.00693728,15.157149642857144,0.0,0.19405712534052266
AG_02233,Code Assistant,GPT-4o,Edge,Text Processing,0.83128,0.8317,0.0131,58.95602836879432,Workhorse,0.1683,0.0022047300000000002,51.77676152671756,0.5814913412088,1.7148867436254986
AG_03049,Code Assistant,InstructGPT,Mobile,Research & Summarization,0.63605,0.6089,0.0136,43.56506849315069,Underperformer,0.3911,0.005318959999999999,27.477268014705885,0.2837682031233,0.2227416808531075
AG_01040,Code Assistant,CodeT5+,Mobile,Data Analysis,0.64849,0.6037,0.0254,24.564015151515154,Underperformer,0.3963,0.010066019999999998,14.413126496062993,0.25425280700379005,0.3196425798507882
AG_02877,Code Assistant,Falcon-180B,Hybrid,Learning & Adaptation,0.34911,0.3,0.0369,9.211345646437993,Underperformer,0.7,0.02583,1.838292682926829,0.0,0.0008632471213356398
AG_02433,Code Assistant,Gemini-Pro,Mobile,Text Processing,0.53478,0.426,0.0094,51.42115384615385,Underperformer,0.5740000000000001,0.005395600000000001,23.235774468085108,0.07311532214249998,0.056613737147632896
AG_02186,Code Assistant,PaLM-2,Hybrid,Text Processing,0.73849,0.7174,0.0123,55.52556390977444,Workhorse,0.28259999999999996,0.0034759799999999996,42.072579349593504,0.36570288071685,1.6444033122429569
AG_00847,Code Assistant,Mixtral-8x7B,Edge,Research & Summarization,0.3722999999999999,0.3,0.0145,24.01935483870967,Underperformer,0.7,0.01015,6.702758620689653,0.0,0.0018838806211807025
AG_02523,Code Assistant,GPT-4o,Server,Creative Writing,0.8008,0.8029,0.0122,60.666666666666664,Workhorse,0.19710000000000005,0.002404620000000001,51.70182950819672,0.49462991818239993,0.8191273050531569
AG_04144,Code Assistant,Transformer-XL,Edge,Creative Writing,0.47189,0.47,0.021,21.449545454545454,Underperformer,0.53,0.011130000000000001,9.561347619047618,0.04392397421439999,0.024394016463062374
AG_03851,Code Assistant,Mixtral-8x7B,Edge,Communication,0.45768,0.4317,0.0094,44.00769230769231,Underperformer,0.5683,0.00534202,20.01919744680851,0.07950969458975998,0.12019417883508254
AG_00803,Code Assistant,Claude-3.5,Hybrid,Planning & Scheduling,0.8140799999999999,0.816,0.0065,108.544,Workhorse,0.18400000000000005,0.0011960000000000002,101.19835076923076,0.47410814850047994,1.0289438023371302
AG_04495,Code Assistant,Mixtral-8x7B,Hybrid,Learning & Adaptation,0.35577,0.3,0.0414,8.390801886792453,Underperformer,0.7,0.02898,1.5780434782608697,0.0,-1.0970114568826966e-05
AG_02435,Code Assistant,Claude-3.5,Cloud,Data Analysis,0.56842,0.5017,0.0172,31.231868131868133,Underperformer,0.49829999999999997,0.00857076,15.580018255813956,0.13429321303471997,0.10847979975374746
AG_02004,Code Assistant,PaLM-2,Edge,Data Analysis,0.5361,0.4605,0.0198,25.77403846153846,Underperformer,0.5395,0.0106821,11.468386363636363,0.07172851862609997,0.07350571958256215
AG_03438,Code Assistant,Mixtral-8x7B,Mobile,Problem Solving,0.37503,0.3,0.0214,16.742410714285715,Underperformer,0.7,0.014979999999999999,4.257429906542056,0.0,0.010848687319123158
AG_02049,Code Assistant,Gemini-Pro,Hybrid,Code Generation,0.60176,0.5549,0.0173,32.883060109289616,Underperformer,0.44510000000000005,0.007700230000000001,18.30153895953757,0.12053463175295992,0.14878692618655587
AG_04238,Code Assistant,CodeT5+,Cloud,Text Processing,0.68605,0.6136,0.0121,52.37022900763359,Workhorse,0.38639999999999997,0.0046754399999999995,33.79010578512398,0.20554894020529996,0.14901298503264346
AG_02642,Code Assistant,Claude-3.5,Server,Problem Solving,0.46515,0.4032,0.0303,14.861022364217252,Underperformer,0.5968,0.01808304,5.189718811881189,0.009265561006800005,0.002317605672782989
AG_04786,Code Assistant,Claude-3.5,Mobile,Creative Writing,0.56859,0.486,0.0157,34.04730538922156,Underperformer,0.514,0.0080698,16.600938853503187,0.15390755713278,0.09400000084964644
AG_02307,Code Assistant,Claude-3.5,Cloud,Problem Solving,0.5350900000000001,0.4543,0.0249,20.659845559845564,Underperformer,0.5457000000000001,0.013587930000000002,8.762706305220885,0.10082597490612001,0.0808695289816703
AG_04432,Code Assistant,LLaMA-3,Mobile,Decision Making,0.36258,0.3,0.0132,25.533802816901407,Underperformer,0.7,0.00924,7.240454545454545,0.0,0.00010697531025111913
AG_00411,Code Assistant,GPT-4o,Server,Decision Making,0.56865,0.4698,0.0169,31.768156424581008,Underperformer,0.5302,0.008960379999999999,14.80779704142012,0.003996320370450016,0.012538529132168722
AG_04082,Code Assistant,Falcon-180B,Server,Communication,0.5848599999999999,0.5044,0.0094,56.23653846153846,Underperformer,0.49560000000000004,0.00465864,30.383338723404243,0.10968630774184002,0.18790574260322215
AG_03945,Code Assistant,InstructGPT,Cloud,Data Analysis,0.69205,0.6793,0.0247,26.928015564202337,Underperformer,0.3207,0.00792129,18.03277591093118,0.20167653348305006,0.09694570209148973
AG_02854,Code Assistant,Claude-3.5,Edge,Decision Making,0.63887,0.5837,0.0146,40.953205128205134,Underperformer,0.4163,0.00607798,24.54167253424658,0.10751474615362004,0.09465145576739678
AG_02712,Code Assistant,PaLM-2,Mobile,Learning & Adaptation,0.37305,0.3,0.0329,11.00442477876106,Underperformer,0.7,0.02303,2.4016717325227965,0.0,-0.0026956845228042784
AG_02878,Code Assistant,Claude-3.5,Edge,Communication,0.72055,0.6751,0.0114,58.10887096774193,Workhorse,0.32489999999999997,0.00370386,41.670465350877194,0.3614773097300001,0.35043904763359346
AG_02856,Code Assistant,PaLM-2,Hybrid,Text Processing,0.65066,0.6194,0.0139,43.66845637583893,Underperformer,0.38060000000000005,0.00529034,27.994158561151075,0.09343005871499994,0.6155490767458683
AG_01830,Code Assistant,Claude-3.5,Desktop,Creative Writing,0.5686199999999999,0.5136,0.0135,39.2151724137931,Underperformer,0.48640000000000005,0.006566400000000001,20.632831999999993,0.15208164498383994,0.09291234674617851
AG_00930,Code Assistant,Falcon-180B,Server,Learning & Adaptation,0.40034,0.3257,0.0236,16.273983739837398,Underperformer,0.6743,0.01591348,4.52503127118644,0.0,0.03271029227726671
AG_01164,Code Assistant,Falcon-180B,Server,Data Analysis,0.4648299999999999,0.3586,0.0301,14.946302250803855,Underperformer,0.6414,0.01930614,4.53780857142857,0.0,0.012053728489030713
AG_02269,Code Assistant,PaLM-2,Desktop,Decision Making,0.4242499999999999,0.3086,0.0253,16.131178707224333,Underperformer,0.6914,0.01749242,4.174843873517785,0.0,0.012032429079479472
AG_00503,Code Assistant,InstructGPT,Edge,Decision Making,0.6309800000000001,0.5816,0.0171,34.860773480662985,Underperformer,0.4184,0.00715464,20.460699883040938,0.25552123930536,0.2659693276838747
AG_03907,Code Assistant,PaLM-2,Server,Text Processing,0.6183,0.5415,0.0157,37.02395209580838,Underperformer,0.4585,0.0071984499999999995,20.325442675159234,0.020889995093999993,0.11637512023566048
AG_00984,Code Assistant,GPT-4o,Server,Text Processing,0.48399,0.4497,0.0098,44.81388888888888,Underperformer,0.5503,0.00539294,21.209214591836734,0.0,0.05210711047290038
AG_02611,Code Assistant,Mixtral-8x7B,Hybrid,Creative Writing,0.503,0.4004,0.0179,26.613756613756617,Underperformer,0.5996,0.01073284,10.251463687150839,0.0,0.06789318421048303
AG_03903,Code Assistant,InstructGPT,Server,Text Processing,0.75636,0.7236,0.01,68.76,Workhorse,0.2764,0.002764,53.7302096,0.3929817836736,2.1318864955529064
AG_00203,Code Assistant,LLaMA-3,Edge,Creative Writing,0.6797,0.6305,0.0117,53.51968503937008,Workhorse,0.36950000000000005,0.00432315,35.62827777777777,0.21315460241879997,1.2448287333717603
AG_04956,Code Assistant,Claude-3.5,Mobile,Data Analysis,0.42704,0.3395,0.0235,17.430204081632652,Underperformer,0.6605,0.015521749999999999,5.16936510638298,0.0,0.012876928525706354
AG_01009,Code Assistant,Gemini-Pro,Edge,Communication,0.6702,0.7164,0.0121,51.16030534351145,Workhorse,0.28359999999999996,0.0034315599999999993,38.68027107438017,0.28334824976640005,0.6807692569505626
AG_03736,Code Assistant,Falcon-180B,Hybrid,Problem Solving,0.39762,0.3354,0.0214,17.750892857142855,Underperformer,0.6646000000000001,0.014222440000000001,5.231857383177569,0.0,0.004389664197605559
AG_02629,Code Assistant,Falcon-180B,Edge,Planning & Scheduling,0.61954,0.5872,0.0174,33.67065217391304,Underperformer,0.41279999999999994,0.007182719999999998,19.907694712643682,0.20499768241680008,0.10077747701590795
AG_00444,Code Assistant,Gemini-Pro,Server,Communication,0.7656000000000001,0.7812,0.011,63.8,Workhorse,0.2188,0.0024067999999999997,53.37152000000001,0.44209453178880004,1.5317875152077967
AG_02991,Code Assistant,LLaMA-3,Server,Communication,0.5292399999999999,0.4351,0.0124,39.4955223880597,Underperformer,0.5649,0.00700476,17.57034870967742,0.0,0.11203295751230084
AG_01664,Code Assistant,LLaMA-3,Cloud,Code Generation,0.75351,0.792,0.0123,56.65488721804512,Workhorse,0.20799999999999996,0.0025583999999999997,47.51869268292683,0.4053197201688001,0.839203857052482
AG_00659,Code Assistant,InstructGPT,Mobile,Learning & Adaptation,0.4822499999999999,0.3747,0.0449,10.506535947712417,Underperformer,0.6253,0.02807597,3.02447828507795,0.03053995886399998,0.0165698382095585
AG_01908,Code Assistant,PaLM-2,Mobile,Creative Writing,0.7146700000000001,0.6946,0.0111,59.06363636363638,Workhorse,0.3054,0.00338994,43.72160198198199,0.3297209516304001,1.0320977766885244
AG_04775,Code Assistant,GPT-4o,Server,Decision Making,0.35466,0.3,0.0086,36.943749999999994,Underperformer,0.7,0.006019999999999999,11.371860465116278,0.0,4.3989898930981026e-05
AG_01607,Code Assistant,Falcon-180B,Edge,Text Processing,0.5823499999999999,0.5219,0.013,41.59642857142857,Underperformer,0.47809999999999997,0.006215299999999999,22.37911269230769,0.0,0.3220313701315788
AG_04201,Code Assistant,LLaMA-3,Desktop,Problem Solving,0.3595199999999999,0.3,0.0283,12.270307167235494,Underperformer,0.7,0.019809999999999998,2.811166077738515,0.0,-0.00017405709585493353
AG_01253,Code Assistant,LLaMA-3,Mobile,Code Generation,0.75598,0.739,0.0237,30.60647773279352,Workhorse,0.261,0.0061857,22.572540928270044,0.3929089175492,0.2846204545686995
AG_01650,Code Assistant,Gemini-Pro,Mobile,Decision Making,0.39021,0.3,0.0169,21.799441340782124,Underperformer,0.7,0.011829999999999999,5.926804733727812,0.0,0.013263259427284907
AG_03012,Code Assistant,PaLM-2,Mobile,Research & Summarization,0.54324,0.4812,0.013,38.80285714285714,Underperformer,0.5187999999999999,0.0067443999999999985,19.108237538461537,0.09535817664000004,0.05705862387558981
AG_03724,Code Assistant,CodeT5+,Desktop,Problem Solving,0.55218,0.4125,0.0225,23.497021276595746,Underperformer,0.5875,0.01321875,9.1233,0.02230633263299999,0.09184625897868706
AG_03536,Code Assistant,Gemini-Pro,Desktop,Planning & Scheduling,0.7424,0.7154,0.0129,53.410071942446045,Workhorse,0.28459999999999996,0.0036713399999999995,40.1715472868217,0.353625873792,0.5976193583602438
AG_01165,Code Assistant,Transformer-XL,Server,Decision Making,0.36363,0.3,0.02,17.315714285714286,Underperformer,0.7,0.013999999999999999,4.45445,0.0,0.004628692941495961
AG_01336,Code Assistant,Transformer-XL,Edge,Learning & Adaptation,0.38514,0.3,0.0332,11.261403508771927,Underperformer,0.7,0.02324,2.480180722891566,0.010648801333799965,0.0038024960544578742
AG_03981,Code Assistant,CodeT5+,Edge,Communication,0.81153,0.8262,0.0088,82.80918367346939,Workhorse,0.17379999999999995,0.0015294399999999997,75.19160068181817,0.50829296495382,0.691014599140279
