agent_id,agent_type,model_architecture,deployment_environment,task_category,task_complexity,autonomy_level,success_rate,accuracy_score,efficiency_score,execution_time_seconds,response_latency_ms,memory_usage_mb,cpu_usage_percent,cost_per_task_cents,human_intervention_required,error_recovery_rate,multimodal_capability,edge_compatibility,privacy_compliance_score,bias_detection_score,timestamp,data_quality_score,performance_index,cost_efficiency_ratio,autonomous_capability_score,business_value_score,operational_risk_index,scalability_potential,total_cost_of_ownership,performance_trend_7d,stability_index,degradation_risk_score,seasonality_impact,performance_quartile,cost_efficiency_tier,strategic_importance
AG_02992,Code Assistant,InstructGPT,Cloud,Creative Writing,3,1,0.806,0.8218,0.7494,25.48,277.57,289.4,63.8,0.0114,False,0.95,False,False,0.8815,0.6877,2025-01-01 04:16:16,0.8049,0.79376,64.01290322580644,96.5,0.6627581926331418,0.20899999999999996,0.021871218896671592,0.00044740973312401886,0.05751714285714288,0.6812816442275977,0.1856873423089609,0.002909115456679281,4,Very High,Medium
AG_01657,Code Assistant,LLaMA-3,Edge,Problem Solving,9,10,0.3,0.4,0.4433,59.04,445.67,565.3,95.8,0.0253,True,0.3788,False,True,0.7329,0.7459,2025-01-02 04:16:16,0.833,0.37299,14.182129277566538,126.516,0.20308274101583718,0.9939199999999999,7.343988705918157e-05,4.01145852303523,0.00037285714285714304,0.6812816442275977,0.33748734230896094,0.011874624419468714,1,Very Low,Low
AG_00644,Code Assistant,PaLM-2,Mobile,Data Analysis,5,5,0.6162,0.6266,0.6381,55.22,359.51,337.3,67.1,0.0218,True,0.6863,True,True,0.7672,0.9131,2025-01-03 04:16:15,0.8748,0.6258900000000001,27.45131578947369,98.041,0.33814165082638675,0.5602400000000001,0.009574450618106791,1.79794478449837,0.02197000000000002,0.6812816442275977,0.24262734230896094,0.0038905873113782457,3,Medium,Medium
AG_04647,Code Assistant,Transformer-XL,Cloud,Problem Solving,8,9,0.3498,0.4176,0.4909,47.24,1122.74,442.0,77.3,0.0202,True,0.4008,False,True,0.9336,0.9045,2025-01-03 04:16:16,0.973,0.41247,19.456132075471697,118.056,0.24561813417818446,0.9490000000000001,0.0015535936208292676,8.982347603725657,-0.01457999999999999,0.6812816442275977,0.32692134230896086,0.0038905873113782457,1,Low,Low
AG_03722,Code Assistant,InstructGPT,Mobile,Creative Writing,6,7,0.5219,0.686,0.5837,34.05,723.43,371.9,75.0,0.0151,True,0.6099,True,True,0.7665,0.657,2025-01-03 04:16:16,0.8064,0.58967,36.62546583850932,112.693,0.3116888469912815,0.5852299999999999,0.004583735195258694,4.341023465491923,0.03152857142857143,0.6812816442275977,0.2709173423089609,0.0038905873113782457,3,High,Medium
AG_00336,Code Assistant,LLaMA-3,Cloud,Communication,3,5,0.7148,0.6867,0.746,19.36,421.05,233.6,59.2,0.0088,False,0.8251,False,False,0.8708,0.7709,2025-01-04 04:16:15,0.7806,0.71573,73.03367346938775,127.757,0.6411187266815648,0.33767,0.033691733166099136,0.0004545454545454546,0.04744571428571428,0.6812816442275977,0.2130473423089609,0.0044733208997849465,4,Very High,Medium
AG_00076,Code Assistant,Mixtral-8x7B,Edge,Data Analysis,5,3,0.5609,0.5992,0.6506,58.55,1589.14,378.1,54.8,0.0233,True,0.6584,False,True,0.8021,0.7962,2025-01-05 04:16:15,0.8606,0.5992999999999999,24.662551440329217,76.088,0.3240326895842929,0.8490200000000002,0.012388998144141173,7.946097950469684,-0.01797000000000001,0.6812816442275977,0.2646083423089609,0.006259413371921459,3,Medium,Medium
AG_03686,Code Assistant,GPT-4o,Edge,Research & Summarization,6,6,0.5236,0.599,0.6068,68.65,840.21,373.7,66.4,0.0266,True,0.6474,True,True,0.8253,0.6671,2025-01-05 04:16:16,0.8247,0.57118,20.694927536231884,105.318,0.3089323672168499,0.63478,0.006933359375056143,5.041647472687546,-0.03179714285714286,0.6812816442275977,0.27994648516610376,0.006259413371921459,3,Low,Medium
AG_01760,Code Assistant,CodeT5+,Desktop,Creative Writing,6,4,0.4663,0.5748,0.6374,50.05,193.61,425.4,67.2,0.0209,True,0.4955,True,False,0.7646,0.9119,2025-01-06 04:16:16,0.7971,0.55018,25.122374429223743,74.685,0.276335659785269,1.08955,0.0049621352764884575,1.1620775824175824,0.025312857142857144,0.6812816442275977,0.28759734230896095,0.001981869928816706,3,Medium,Low
AG_04802,Code Assistant,Gemini-Pro,Hybrid,Creative Writing,4,4,0.671,0.7034,0.7321,13.72,1273.11,239.3,42.2,0.007,True,0.7959,True,False,0.877,0.8153,2025-01-07 04:16:16,0.8026,0.6990500000000001,87.38125000000001,95.713,0.44997308310945205,0.45351,0.06186168109858284,5.092950204081633,0.010451428571428572,0.6812816442275977,0.2261873423089609,0.00430628756469725,4,Very High,Medium
AG_03473,Code Assistant,Claude-3.5,Mobile,Problem Solving,10,10,0.3,0.4,0.3856,82.94,641.48,605.9,103.1,0.0337,True,0.3968,False,True,0.775,0.9157,2025-01-07 04:16:16,0.7647,0.35568,10.25014409221902,127.776,0.20452844340959275,1.02544,-2.593245095915321e-05,6.415206317820111,-0.008112857142857144,0.6812816442275977,0.3399211994518181,0.00430628756469725,1,Very Low,Low
AG_04820,Code Assistant,GPT-4o,Cloud,Code Generation,8,9,0.3186,0.5225,0.5278,31.74,453.61,474.3,95.2,0.0153,True,0.3587,False,False,0.8778,0.6484,2025-01-07 04:16:16,0.9794,0.44253,27.149079754601228,115.109,0.2337406040775522,1.0433500000000002,0.0002488769902284252,3.629362041587902,-0.021020000000000007,0.6812816442275977,0.33821334230896094,0.00430628756469725,2,Medium,Low
AG_00460,Code Assistant,GPT-4o,Cloud,Learning & Adaptation,9,8,0.3,0.425,0.468,121.98,609.9,559.6,87.2,0.0463,True,0.3041,False,True,0.813,0.9478,2025-01-08 04:16:15,0.7902,0.3879,8.200845665961944,101.287,0.19885175661219878,1.3134399999999997,0.0002855332025616537,5.489479570421381,-0.046832857142857134,0.6812816442275977,0.35153719945181805,0.002909115456679281,1,Very Low,Low
AG_00787,Code Assistant,PaLM-2,Desktop,Learning & Adaptation,8,6,0.3874,0.4099,0.4863,80.69,425.8,501.0,91.0,0.0319,True,0.4931,False,False,0.9381,0.7519,2025-01-09 04:16:15,0.9636,0.42382,12.882066869300912,94.517,0.25690361002384937,1.07295,0.00035653203970788396,3.406795340190854,-0.025068571428571423,0.6812816442275977,0.31878791373753235,0.011874624419468714,1,Very Low,Low
AG_03654,Code Assistant,CodeT5+,Cloud,Planning & Scheduling,7,8,0.4116,0.5567,0.4773,20.48,838.53,456.8,87.8,0.0114,True,0.4576,False,False,0.8871,0.8264,2025-01-09 04:16:16,0.8693,0.47484,38.29354838709677,112.032,0.27807591847161706,0.8477600000000001,0.0007479963152670872,5.870266640624999,-0.013762857142857148,0.6812816442275977,0.3081361994518181,0.011874624419468714,2,High,Low
AG_03156,Code Assistant,Mixtral-8x7B,Cloud,Planning & Scheduling,7,6,0.3599,0.5077,0.4732,32.21,670.14,413.8,78.9,0.0149,True,0.4924,False,False,0.7013,0.9426,2025-01-10 04:16:16,0.7886,0.43823,27.561635220125787,94.468,0.2415255540399448,1.0507399999999998,0.0017261465176198585,4.691442589257994,-0.015992857142857142,0.6812816442275977,0.3243151994518181,0.0038905873113782457,2,Medium,Low
AG_01601,Code Assistant,LLaMA-3,Hybrid,Communication,3,3,0.8224,0.783,0.758,10.79,2555.92,276.6,55.1,0.0064,False,0.9313,False,True,0.9665,0.8584,2025-01-10 04:16:16,0.9094,0.7912600000000001,106.92702702702704,115.191,0.7170688655944747,0.19820999999999997,0.0342047424234369,0.0005931417979610752,0.013172857142857144,0.6812816442275977,0.1807673423089609,0.0038905873113782457,4,Very High,Medium
AG_03935,Code Assistant,Mixtral-8x7B,Desktop,Text Processing,7,9,0.3754,0.5372,0.5661,9.2,826.33,432.5,61.1,0.0074,True,0.4063,False,True,0.9797,0.699,2025-01-11 04:16:16,0.8771,0.4811500000000001,57.279761904761905,118.441,0.29509904092667294,0.85578,0.004810299011528956,5.785114347826086,0.017924285714285726,0.6812816442275977,0.31486734230896096,0.0044733208997849465,2,Very High,Low
AG_03116,Code Assistant,Claude-3.5,Mobile,Research & Summarization,5,3,0.5998,0.6402,0.6681,82.66,1760.91,308.7,60.8,0.0306,True,0.6558,True,True,0.8748,0.6697,2025-01-11 04:16:16,0.7754,0.63241,20.012974683544307,75.906,0.3385682714852237,0.81324,0.015744701612020434,8.804920191144445,0.02712571428571429,0.6812816442275977,0.24754734230896092,0.0044733208997849465,3,Low,Medium
AG_04199,Code Assistant,Gemini-Pro,Mobile,Learning & Adaptation,10,8,0.3,0.4,0.3757,89.32,1594.51,625.0,100.4,0.036,True,0.3486,False,True,0.9588,0.6009,2025-01-14 04:16:16,0.9349,0.3527099999999999,9.532702702702702,104.402,0.21734403124612683,1.30738,-2.4567299776163058e-06,15.945503045230632,-0.005027142857142873,0.6812816442275977,0.3389954851661038,0.00430628756469725,1,Very Low,Low
AG_01043,Code Assistant,PaLM-2,Hybrid,Research & Summarization,6,5,0.5675,0.5433,0.548,54.34,817.32,385.7,99.3,0.022,True,0.6661,False,False,0.7044,0.6225,2025-01-15 04:16:15,0.7729,0.55439,24.103913043478265,96.627,0.3078623038544301,0.66657,7.888397208357074e-05,4.904324858299596,0.018652857142857155,0.6812816442275977,0.2572373423089609,0.002909115456679281,3,Medium,Medium
AG_01139,Code Assistant,CodeT5+,Server,Code Generation,7,8,0.488,0.5449,0.5848,46.28,126.96,443.2,58.7,0.0199,True,0.5388,False,False,0.7944,0.6109,2025-01-15 04:16:16,0.785,0.5341100000000001,25.5555023923445,117.716,0.2895539596894847,0.65768,0.005698260896695659,0.8891499913569576,0.008467142857142871,0.6812816442275977,0.28108734230896093,0.002909115456679281,3,Medium,Low
AG_00610,Code Assistant,Mixtral-8x7B,Mobile,Data Analysis,4,3,0.5486,0.5389,0.6735,62.22,176.55,346.0,64.1,0.0242,True,0.6216,True,True,0.7836,0.8233,2025-01-16 04:16:15,0.8163,0.58316,23.141269841269843,73.512,0.3135383116835476,0.86764,0.010223551173070613,0.7065889424622308,0.020704285714285713,0.6812816442275977,0.26290734230896096,0.011874624419468714,3,Low,Medium
AG_02549,Code Assistant,Gemini-Pro,Mobile,Problem Solving,8,9,0.3239,0.4347,0.4827,92.41,1918.71,486.2,83.9,0.0357,True,0.3496,False,True,0.9083,0.8012,2025-01-18 04:16:16,0.8431,0.40478,11.02942779291553,114.472,0.22257647931949526,1.0516999999999999,0.0007296498653922403,15.350066321826644,-0.055211428571428585,0.6812816442275977,0.3468807708803895,0.0044733208997849465,1,Very Low,Low
AG_01292,Code Assistant,CodeT5+,Hybrid,Problem Solving,10,10,0.3,0.4,0.4221,83.81,337.32,659.1,93.1,0.0345,True,0.3657,False,True,0.859,0.7727,2025-01-19 04:16:16,0.8976,0.36663,10.327605633802817,125.599,0.21023242312091078,1.0783099999999999,2.2594130187374154e-05,3.3736116453883787,-0.01636000000000001,0.6812816442275977,0.3423953423089609,0.006259413371921459,1,Very Low,Low
AG_02511,Code Assistant,Falcon-180B,Cloud,Data Analysis,7,7,0.3,0.4869,0.547,71.42,2525.83,500.3,99.7,0.0288,True,0.4202,False,False,0.9138,0.8762,2025-01-20 04:16:16,0.8634,0.43017,14.435234899328862,99.414,0.22689567402320404,1.1117199999999998,1.2448223526775772e-05,17.681213248389806,-0.028891428571428575,0.6812816442275977,0.3461547708803895,0.001981869928816706,2,Very Low,Low
AG_03212,Code Assistant,PaLM-2,Cloud,Planning & Scheduling,4,6,0.6231,0.6759,0.6473,22.73,562.85,262.8,72.3,0.0102,True,0.7269,False,True,0.9101,0.9413,2025-01-20 04:16:16,0.8507,0.6462,57.69642857142856,110.883,0.38865288822152966,0.37731000000000003,0.01220172149207735,2.251848746150462,0.04192714285714287,0.6812816442275977,0.24055734230896092,0.001981869928816706,4,Very High,Medium
AG_02088,Code Assistant,Claude-3.5,Cloud,Planning & Scheduling,4,5,0.6588,0.7753,0.7026,38.59,785.23,285.0,39.3,0.0157,True,0.7958,False,False,0.8674,0.8962,2025-01-21 04:16:16,0.8033,0.70689,42.32874251497006,105.706,0.40012137667446135,0.36581999999999987,0.05103597924745172,3.141326841150557,0.02178571428571428,0.6812816442275977,0.2298473423089609,0.00430628756469725,4,High,Medium
AG_03020,Code Assistant,InstructGPT,Cloud,Decision Making,8,7,0.4174,0.5005,0.5019,36.3,4029.16,457.6,95.7,0.0167,True,0.4489,False,True,0.8125,0.6676,2025-01-21 04:16:16,0.7811,0.46768,26.422598870056497,101.423,0.26015720614347665,1.00925,0.0002491973742732842,32.23374005509642,-0.009490000000000014,0.6812816442275977,0.30511434230896095,0.00430628756469725,2,Medium,Low
AG_02533,Code Assistant,Falcon-180B,Mobile,Creative Writing,4,6,0.6656,0.6793,0.7071,35.21,1583.64,309.9,56.6,0.0148,True,0.692,True,True,0.7851,0.6849,2025-01-21 04:16:16,0.9208,0.6821599999999999,43.17468354430378,108.44,0.3730825499625499,0.37320000000000003,0.02122686771548255,6.334980335132065,0.014142857142857124,0.6812816442275977,0.22780734230896094,0.00430628756469725,4,High,Medium
AG_03322,Code Assistant,CodeT5+,Desktop,Creative Writing,5,6,0.5412,0.6275,0.6371,42.22,438.94,318.8,53.9,0.0173,True,0.6528,False,False,0.7915,0.7817,2025-01-22 04:16:16,0.9328,0.59586,32.56065573770491,105.696,0.32745023154031805,0.5754400000000001,0.017685970392821437,2.1951097584083374,0.027297142857142853,0.6812816442275977,0.2651273423089609,0.002909115456679281,3,Medium,Medium
AG_02679,Code Assistant,InstructGPT,Desktop,Problem Solving,9,10,0.3,0.4315,0.4752,74.04,2500.01,554.0,104.4,0.0302,True,0.3822,False,False,0.7762,0.8078,2025-01-23 04:16:16,0.8265,0.3920099999999999,12.564423076923076,126.754,0.2062923966717679,0.9884799999999998,-8.872193372992498e-05,22.50049788762831,0.0036257142857142716,0.6812816442275977,0.33748734230896094,0.011874624419468714,1,Very Low,Low
AG_01142,Code Assistant,Mixtral-8x7B,Mobile,Planning & Scheduling,6,7,0.4537,0.6279,0.5717,27.05,1576.32,424.0,73.3,0.0133,True,0.5577,False,True,0.898,0.9229,2025-01-23 04:16:16,0.914,0.5413600000000001,37.85734265734266,109.039,0.30246104776285265,0.72129,0.003296567642472561,9.45841168207024,0.015884285714285722,0.6812816442275977,0.29137734230896095,0.011874624419468714,3,High,Medium
AG_03125,Code Assistant,InstructGPT,Server,Planning & Scheduling,5,5,0.5713,0.6327,0.7276,40.3,790.49,382.6,39.0,0.0173,True,0.6293,False,True,0.8747,0.8275,2025-01-24 04:16:16,0.8845,0.63661,34.78743169398907,94.051,0.34865796290150375,0.6735399999999999,0.027178875016961555,3.9528792803970227,-0.0013699999999999982,0.6812816442275977,0.2565083423089609,0.0038905873113782457,4,High,Medium
AG_01632,Code Assistant,GPT-4o,Cloud,Learning & Adaptation,10,10,0.3,0.4,0.3592,83.7,574.39,583.4,93.1,0.0337,True,0.4195,False,False,0.8642,0.6887,2025-01-24 04:16:16,0.9381,0.34776,10.021902017291064,129.365,0.21572455845401844,0.9868499999999998,7.732147343811875e-05,5.744302628434887,-0.05130428571428571,0.6812816442275977,0.35287862802324665,0.0038905873113782457,1,Very Low,Low
AG_01293,Code Assistant,GPT-4o,Desktop,Learning & Adaptation,8,8,0.3439,0.4183,0.4609,28.88,606.97,503.0,85.2,0.0147,True,0.4396,False,False,0.8583,0.6791,2025-01-25 04:16:16,0.9612,0.40132,25.561783439490448,110.772,0.2443038535747365,0.9967000000000001,0.0005537271372013524,4.856269002770083,-0.009479999999999997,0.6812816442275977,0.3271613423089609,0.0044733208997849465,1,Medium,Low
AG_03582,Code Assistant,LLaMA-3,Mobile,Planning & Scheduling,6,4,0.4879,0.5444,0.6011,33.21,1650.81,414.5,57.5,0.0152,True,0.6023,False,True,0.963,0.8808,2025-01-25 04:16:16,0.9649,0.53881,33.25987654320988,82.161,0.32109770920457914,0.92911,0.0074195736726390795,9.905317693465824,-0.02047857142857141,0.6812816442275977,0.2872609137375323,0.0044733208997849465,3,Medium,Medium
AG_02610,Code Assistant,GPT-4o,Hybrid,Learning & Adaptation,10,10,0.3,0.4,0.4313,71.97,282.2,647.4,112.4,0.0305,True,0.36,False,True,0.9258,0.6193,2025-01-25 04:16:16,0.7953,0.36939,11.726666666666668,125.2,0.21715540296003963,1.0879999999999999,-5.024638505075682e-05,2.8224237876893152,-0.032352857142857135,0.6812816442275977,0.34719319945181804,0.0044733208997849465,1,Very Low,Low
AG_00976,Code Assistant,InstructGPT,Cloud,Problem Solving,7,8,0.473,0.5349,0.5524,62.03,173.49,502.7,74.4,0.0257,True,0.5227,False,False,0.8519,0.9356,2025-01-26 04:16:15,0.7974,0.51539,19.30299625468165,116.589,0.28049390651977724,0.69522,0.0016920025583600227,1.214844315653716,0.0176257142857143,0.6812816442275977,0.2855873423089609,0.006259413371921459,2,Low,Low
AG_03178,Code Assistant,Falcon-180B,Server,Data Analysis,5,7,0.4437,0.6393,0.6154,77.49,752.75,351.2,61.3,0.0293,True,0.4533,True,False,0.781,0.9113,2025-01-26 04:16:16,0.8044,0.55389,18.28019801980198,101.731,0.2649241688840447,0.8123400000000001,0.009703123113810896,3.7641281133049427,0.00178999999999999,0.6812816442275977,0.29437734230896095,0.006259413371921459,3,Low,Low
AG_01495,Code Assistant,Gemini-Pro,Cloud,Decision Making,6,5,0.5704,0.5625,0.5815,62.77,781.26,424.8,75.4,0.0252,True,0.7129,False,True,0.7949,0.8496,2025-01-27 04:16:16,0.8814,0.57136,21.807633587786256,99.903,0.32209391296172213,0.6028299999999999,0.0031541324841396065,4.687961465668312,-0.009321428571428576,0.6812816442275977,0.25916377088038944,0.001981869928816706,3,Low,Medium
AG_02418,Code Assistant,Mixtral-8x7B,Server,Creative Writing,4,3,0.61,0.6827,0.6299,32.87,1704.06,243.8,63.4,0.0134,True,0.6814,False,False,0.9285,0.8378,2025-01-28 04:16:16,0.7853,0.63778,44.29027777777778,77.69800000000001,0.373693396146774,0.7404599999999999,0.019887478670783384,6.816647666565257,0.04143142857142857,0.6812816442275977,0.2444873423089609,0.00430628756469725,4,High,Medium
AG_02071,Code Assistant,Transformer-XL,Mobile,Decision Making,5,6,0.5234,0.5647,0.5687,36.12,2825.82,386.7,64.0,0.0159,True,0.6318,False,True,0.9715,0.7219,2025-01-29 04:16:16,0.866,0.54938,32.5076923076923,104.226,0.3319967893512182,0.6184400000000001,0.006435056696787473,14.12954019933555,0.021151428571428568,0.6812816442275977,0.2704673423089609,0.002909115456679281,3,Medium,Medium
AG_04050,Code Assistant,LLaMA-3,Server,Planning & Scheduling,4,5,0.6532,0.7003,0.6927,30.8,822.48,303.9,65.1,0.0133,True,0.6608,False,True,0.8422,0.8939,2025-01-29 04:16:16,0.9691,0.67918,47.495104895104895,96.256,0.373935358048108,0.51992,0.014995942300184983,3.290351818181818,0.020052857142857143,0.6812816442275977,0.2315273423089609,0.002909115456679281,4,High,Medium
AG_01696,Code Assistant,Mixtral-8x7B,Edge,Text Processing,7,9,0.4914,0.4947,0.5377,24.61,424.23,425.9,76.5,0.0125,True,0.624,False,True,0.9357,0.931,2025-01-29 04:16:16,0.8736,0.50628,37.502222222222215,133.68,0.3210423991872614,0.43499999999999994,0.002416807778425253,2.970117923608289,0.01955571428571428,0.6812816442275977,0.2800673423089609,0.002909115456679281,2,High,Medium
AG_00866,Code Assistant,CodeT5+,Hybrid,Creative Writing,7,7,0.3819,0.4826,0.5497,32.21,1875.06,466.9,77.7,0.0154,True,0.395,True,True,0.9348,0.8994,2025-01-30 04:16:15,0.9411,0.46245,28.19817073170732,97.65,0.2615363191548799,1.0650999999999997,0.0016208843605552334,13.125898112387457,-0.007562857142857141,0.6812816442275977,0.315186199451818,0.011874624419468714,2,Medium,Low
AG_01443,Code Assistant,InstructGPT,Cloud,Decision Making,10,8,0.3,0.4,0.4542,49.87,4812.59,594.8,92.7,0.0226,True,0.3345,False,False,0.7814,0.922,2025-01-30 04:16:16,0.9595,0.37626,15.94322033898305,103.415,0.20513386646359238,1.3313499999999998,9.806668893357292e-05,48.126353178263486,-0.025375714285714286,0.6812816442275977,0.3451000565946752,0.011874624419468714,1,Very Low,Low
AG_03966,Code Assistant,GPT-4o,Mobile,Communication,6,4,0.5591,0.6235,0.6264,20.62,2290.26,437.3,60.1,0.0112,True,0.6373,False,True,0.8754,0.9397,2025-01-30 04:16:16,0.8078,0.5986100000000001,49.06639344262296,84.61099999999999,0.3473771690903449,0.8124100000000001,0.0067005187285121,13.742103161978665,0.0038928571428571584,0.6812816442275977,0.25975734230896086,0.011874624419468714,3,High,Medium
AG_00472,Code Assistant,Transformer-XL,Mobile,Creative Writing,5,7,0.4758,0.5736,0.5519,41.45,170.52,384.3,70.2,0.0177,True,0.5577,False,True,0.8006,0.6285,2025-01-31 04:16:15,0.7945,0.5279699999999999,28.233689839572182,109.039,0.29047337196669154,0.65496,0.004593968771387324,0.8530270205066345,-0.015687142857142868,0.6812816442275977,0.28945348516610375,0.0038905873113782457,2,Medium,Low
AG_01965,Code Assistant,PaLM-2,Hybrid,Decision Making,7,6,0.3306,0.489,0.5813,47.07,564.77,425.1,86.5,0.0199,True,0.3785,False,False,0.7793,0.9013,2025-01-31 04:16:16,0.847,0.45333,21.69043062200957,86.495,0.22589612591293298,1.2395,0.0011944954957432755,3.9538127745910345,-0.013721428571428567,0.6812816442275977,0.3324237708803895,0.0038905873113782457,2,Low,Low
AG_03475,Code Assistant,CodeT5+,Cloud,Planning & Scheduling,7,6,0.4596,0.4534,0.5332,31.94,135.55,469.3,85.1,0.0153,True,0.5611,False,False,0.9103,0.7327,2025-02-01 04:16:16,0.8857,0.47982,29.436809815950923,99.277,0.2953748185703322,0.8548599999999998,0.0009792776697314825,0.9493290231684408,-0.02848,0.6812816442275977,0.2981513423089609,0.0044733208997849465,2,Medium,Low
AG_03761,Code Assistant,Transformer-XL,Hybrid,Problem Solving,9,10,0.3,0.4,0.356,61.1,802.06,589.5,111.0,0.0263,True,0.4048,False,False,0.7244,0.6999,2025-02-01 04:16:16,0.9547,0.3468,12.703296703296704,128.336,0.20214939838398868,0.9523199999999998,-9.514932189717731e-05,7.218970441898527,-0.022782857142857136,0.6812816442275977,0.3443221994518181,0.0044733208997849465,1,Very Low,Low
AG_00019,Code Assistant,CodeT5+,Hybrid,Data Analysis,6,8,0.4289,0.5967,0.5905,72.85,112.46,396.3,75.4,0.0282,True,0.5148,True,True,0.9745,0.6264,2025-02-02 04:16:15,0.8203,0.5277200000000001,18.07260273972603,116.036,0.2822443347317272,0.7018599999999999,0.003516265538653122,0.6751470967741935,0.00932428571428572,0.6812816442275977,0.2988173423089609,0.006259413371921459,2,Low,Low
